관측소명:해운대해수욕장
위도:35.148972
경도:129.170166
관측시간	유속(cm/s)	유향(16points)	유향(deg)	수온(℃)	유의파고(m)	유의파주기(sec)	최대파고(m)	최대파주기(sec)	풍속(m/s)		풍향(deg)	기온(℃)	기압(hPa)	시정(m)	파향(deg)	
2024/04/15 13:18:00	32.8	북북동	25	15.40	1.09	5.4	2.19	5.5	0.6	북동	47	15.6	1012.6	-	93	
2024/04/15 13:19:00	30.8	북북동	32	15.39	1.03	5.7	2.19	5.5	0.4	북	359	15.6	1012.6	-	133	
2024/04/15 13:20:00	32.6	북북동	30	15.39	1.18	6.2	2.19	5.5	0.6	북북동	18	15.6	1012.6	-	103	
2024/04/15 13:21:00	31.0	북북동	30	15.39	1.20	6.0	2.19	5.5	0.7	북북서	344	15.6	1012.6	-	120	
2024/04/15 13:22:00	33.4	북북동	28	15.39	1.20	5.8	2.19	5.5	0.8	북	357	15.6	1012.6	-	92	
2024/04/15 13:23:00	28.3	북북동	20	15.38	1.11	5.7	1.34	6.0	0.8	북	358	15.6	1012.6	-	117	
2024/04/15 13:24:00	27.2	북북동	22	15.37	1.11	5.4	1.62	5.5	0.7	북북동	17	15.6	1012.5	-	107	
2024/04/15 13:25:00	27.9	북북동	22	15.37	1.04	5.3	1.62	5.5	0.6	북북동	14	15.6	1012.5	-	113	
2024/04/15 13:26:00	29.1	북북동	28	15.37	0.98	5.6	1.62	5.5	0.3	북북동	21	15.5	1012.5	-	101	
2024/04/15 13:27:00	29.8	북북동	26	15.37	1.05	5.1	1.62	5.5	0.4	북	357	15.6	1012.5	-	115	
2024/04/15 13:28:00	32.1	북동	35	15.38	1.16	5.6	1.62	5.5	0.5	북	357	15.5	1012.4	-	133	
2024/04/15 13:29:00	34.1	북북동	30	15.38	1.22	5.9	1.78	5.0	0.5	동북동	61	15.5	1012.5	-	131	
2024/04/15 13:30:00	35.0	북동	35	15.38	1.24	5.9	1.78	5.0	0.8	북동	36	15.6	1012.4	-	122	
2024/04/15 13:31:00	32.3	북동	35	15.38	1.22	6.0	1.78	5.0	0.6	북북동	13	15.5	1012.5	-	129	
2024/04/15 13:32:00	35.8	북북동	32	15.39	1.17	5.8	1.78	5.0	0.5	북동	35	15.6	1012.5	-	130	
2024/04/15 13:33:00	34.9	북북동	31	15.38	0.98	5.3	1.07	6.0	0.6	북	3	15.5	1012.5	-	102	
2024/04/15 13:34:00	32.6	북동	35	15.38	1.02	5.3	1.15	6.0	0.8	북	9	15.5	1012.4	-	103	
2024/04/15 13:35:00	34.0	북동	41	15.38	1.01	5.6	1.15	6.0	0.9	북동	36	15.5	1012.4	-	121	
2024/04/15 13:36:00	36.0	북동	37	15.38	1.07	5.4	1.48	5.5	0.8	북북동	27	15.5	1012.4	-	125	
2024/04/15 13:37:00	36.1	북동	35	15.38	1.07	5.6	1.48	5.5	1.1	북북동	32	15.5	1012.4	-	133	
2024/04/15 13:38:00	35.1	북동	41	15.38	1.05	5.7	1.48	5.5	1.1	북동	39	15.6	1012.4	-	134	
2024/04/15 13:39:00	38.6	북동	38	15.37	1.05	5.7	1.48	5.5	1.0	북북동	25	15.5	1012.4	-	147	
2024/04/15 13:40:00	35.3	북동	34	15.37	0.97	5.6	1.26	5.5	0.8	북북동	18	15.5	1012.4	-	123	
2024/04/15 13:41:00	37.1	북북동	33	15.36	0.93	5.3	1.26	5.5	0.9	북동	40	15.6	1012.4	-	167	
2024/04/15 13:42:00	-	-	-	-	1.02	5.7	1.68	6.0	-	-	-	-	-	-	115	
2024/04/15 13:43:00	33.3	북동	37	15.35	1.08	5.7	1.68	6.0	1.0	북북동	30	15.6	1012.4	-	120	
2024/04/15 13:44:00	35.3	북동	41	15.35	1.05	5.6	1.68	6.0	0.9	북동	38	15.5	1012.4	-	72	
2024/04/15 13:45:00	36.5	북동	41	15.35	1.19	6.1	1.68	6.0	0.7	북동	34	15.5	1012.4	-	140	
2024/04/15 13:46:00	33.2	북동	38	15.34	1.16	5.8	1.55	5.5	1.0	북북동	24	15.4	1012.4	-	133	
2024/04/15 13:47:00	34.7	북북동	32	15.34	1.15	6.0	1.55	5.5	0.8	북북동	33	15.5	1012.4	-	114	
2024/04/15 13:48:00	34.5	북동	47	15.34	1.17	6.0	1.55	5.5	1.1	북동	37	15.5	1012.3	-	146	
2024/04/15 13:49:00	31.0	북동	38	15.34	1.14	6.0	1.49	6.0	1.1	북동	39	15.5	1012.3	-	113	
2024/04/15 13:50:00	32.6	북북동	31	15.33	1.13	5.8	1.49	6.0	1.0	북동	43	15.5	1012.3	-	140	
2024/04/15 13:51:00	30.7	북동	34	15.33	1.08	5.8	1.49	6.0	1.0	북동	47	15.5	1012.3	-	131	
2024/04/15 13:52:00	31.1	북북동	31	15.32	1.09	5.8	1.49	6.0	1.1	북북동	26	15.4	1012.3	-	141	
2024/04/15 13:53:00	32.5	북동	37	15.32	1.03	5.8	1.46	6.0	0.6	북	6	15.5	1012.2	-	140	
2024/04/15 13:54:00	32.5	북동	34	15.31	1.02	5.6	1.45	5.0	0.6	북동	38	15.5	1012.3	-	141	
2024/04/15 13:55:00	30.5	북동	36	15.31	1.13	5.4	1.79	5.5	0.5	북북동	31	15.5	1012.2	-	130	
2024/04/15 13:56:00	29.5	북동	44	15.31	1.22	5.4	1.79	5.5	0.7	북동	36	15.5	1012.3	-	128	
2024/04/15 13:57:00	32.0	북동	43	15.30	1.23	5.4	1.79	5.5	0.5	북동	36	15.4	1012.3	-	131	
2024/04/15 13:58:00	30.1	북동	44	15.30	1.25	5.3	1.79	5.5	0.5	북북동	30	15.5	1012.3	-	141	
2024/04/15 13:59:00	30.0	북동	42	15.30	1.13	5.5	1.51	4.5	0.6	북북동	13	15.5	1012.3	-	113	
2024/04/15 14:00:00	32.4	북동	39	15.30	1.06	5.3	1.51	4.5	0.4	북북동	33	15.5	1012.3	-	132	
2024/04/15 14:01:00	31.3	북동	39	15.29	1.12	5.6	1.51	4.5	0.6	북동	42	15.5	1012.2	-	143	
2024/04/15 14:02:00	32.4	북동	34	15.29	1.10	6.0	1.31	6.0	0.7	북북동	33	15.5	1012.2	-	128	
2024/04/15 14:03:00	30.7	북동	38	15.28	1.07	5.7	1.31	6.0	0.7	북북동	19	15.5	1012.2	-	133	
2024/04/15 14:04:00	32.4	북동	35	15.28	1.08	5.8	1.31	6.0	0.9	북북동	27	15.5	1012.2	-	125	
2024/04/15 14:05:00	31.6	북북동	31	15.28	1.00	5.7	1.25	7.0	0.6	북동	44	15.4	1012.2	-	135	
2024/04/15 14:06:00	31.3	북동	36	15.27	0.99	6.0	1.20	5.5	0.4	북북동	27	15.5	1012.2	-	133	
2024/04/15 14:07:00	30.6	북동	44	15.27	1.03	6.0	1.33	5.5	0.4	북북동	25	15.4	1012.2	-	127	
2024/04/15 14:08:00	29.8	북동	39	15.27	1.09	6.0	1.42	5.5	0.4	북	3	15.4	1012.2	-	102	
2024/04/15 14:09:00	28.5	북동	44	15.27	1.11	5.8	1.42	5.5	0.5	북	2	15.5	1012.2	-	128	
2024/04/15 14:10:00	30.1	북북동	30	15.26	1.09	5.5	1.42	5.5	0.6	북	352	15.4	1012.3	-	124	
2024/04/15 14:11:00	28.5	북동	35	15.26	1.03	5.4	1.42	5.5	0.8	북북서	347	15.5	1012.3	-	154	
2024/04/15 14:12:00	26.9	북동	45	15.26	1.10	5.5	1.56	5.5	0.8	북	352	15.5	1012.2	-	127	
2024/04/15 14:13:00	29.1	북동	38	15.25	1.09	5.5	1.56	5.5	0.8	북서	320	15.4	1012.3	-	145	
2024/04/15 14:14:00	27.4	북동	41	15.25	1.17	5.5	1.56	5.5	0.8	북북서	331	15.5	1012.2	-	141	
2024/04/15 14:15:00	29.2	북동	34	15.25	1.16	5.3	1.56	5.5	0.7	북서	319	15.5	1012.2	-	146	
2024/04/15 14:16:00	27.8	북북동	31	15.25	1.07	5.4	1.50	6.0	0.6	북서	314	15.4	1012.2	-	130	
2024/04/15 14:17:00	27.0	북북동	33	15.24	1.12	5.2	1.86	5.0	0.9	북서	319	15.4	1012.2	-	156	
2024/04/15 14:18:00	28.7	북동	36	15.24	1.10	5.3	1.86	5.0	0.8	북서	314	15.4	1012.2	-	233	
2024/04/15 14:19:00	28.2	북동	38	15.24	1.13	5.1	1.86	5.0	0.5	북서	326	15.5	1012.2	-	130	
2024/04/15 14:20:00	27.4	북동	42	15.24	1.23	5.5	1.86	5.0	0.6	북서	315	15.4	1012.2	-	245	
2024/04/15 14:21:00	28.0	북동	47	15.23	1.16	5.8	1.54	6.0	0.3	북북서	342	15.4	1012.2	-	108	
2024/04/15 14:22:00	24.6	북북동	28	15.23	1.18	5.9	1.54	6.0	0.4	북서	322	15.4	1012.2	-	117	
2024/04/15 14:23:00	25.1	북동	35	15.23	1.19	6.4	1.61	6.5	0.4	서북서	302	15.5	1012.2	-	114	
2024/04/15 14:24:00	26.4	북동	36	15.23	1.16	6.1	1.61	6.5	0.4	북북서	328	15.4	1012.2	-	137	
2024/04/15 14:25:00	24.8	북동	50	15.23	1.18	6.0	1.61	6.5	0.2	북	360	15.4	1012.2	-	136	
2024/04/15 14:26:00	23.7	북동	49	15.22	1.16	5.8	1.61	6.5	0.1	북북서	333	15.5	1012.2	-	118	
2024/04/15 14:27:00	25.2	북동	39	15.22	1.09	5.8	1.49	5.0	0.2	북동	42	15.5	1012.1	-	137	
2024/04/15 14:28:00	22.8	북동	46	15.22	1.06	5.8	1.42	6.5	0.2	북북동	28	15.5	1012.1	-	135	
2024/04/15 14:29:00	24.4	북동	41	15.22	0.98	5.5	1.31	5.0	0.4	북북동	19	15.4	1012.0	-	125	
2024/04/15 14:30:00	22.1	북동	39	15.22	0.96	5.7	1.31	5.0	0.4	북동	40	15.5	1012.0	-	152	
2024/04/15 14:31:00	26.4	북동	40	15.21	1.00	5.7	1.36	6.0	0.3	북동	47	15.5	1012.0	-	129	
2024/04/15 14:32:00	24.1	북동	43	15.21	1.04	5.8	1.36	6.0	0.3	동북동	74	15.5	1012.0	-	145	
2024/04/15 14:33:00	27.7	북동	41	15.21	1.16	5.8	1.47	5.5	0.8	동	87	15.4	1012.0	-	122	
2024/04/15 14:34:00	21.1	북동	36	15.21	1.16	5.7	1.49	5.5	1.6	동북동	78	15.4	1011.9	-	136	
2024/04/15 14:35:00	26.6	북동	35	15.21	1.16	5.4	1.49	5.5	1.9	동북동	77	15.5	1011.8	-	123	
2024/04/15 14:36:00	22.3	북동	44	15.20	1.11	5.5	1.49	5.5	2.1	남동	126	15.5	1011.7	-	127	
2024/04/15 14:37:00	25.2	북동	35	15.20	1.07	5.6	1.49	5.5	2.0	동남동	105	15.4	1011.7	-	134	
2024/04/15 14:38:00	23.6	북동	47	15.20	1.12	5.8	1.44	6.0	1.9	동	91	15.4	1011.7	-	144	
2024/04/15 14:39:00	25.4	북북동	30	15.19	1.11	5.9	1.44	6.0	1.8	동북동	70	15.4	1011.7	-	150	
2024/04/15 14:40:00	22.9	북북동	32	15.19	1.14	5.8	1.44	6.0	2.2	동북동	74	15.4	1011.6	-	131	
2024/04/15 14:41:00	21.0	북동	35	15.19	1.09	6.1	1.43	5.5	2.1	동북동	76	15.4	1011.6	-	148	
2024/04/15 14:42:00	22.1	북북동	29	15.19	1.04	6.0	1.22	7.0	2.0	동북동	59	15.4	1011.6	-	139	
2024/04/15 14:43:00	21.3	북동	46	15.18	1.08	5.9	1.41	6.0	1.7	북동	47	15.5	1011.6	-	147	
2024/04/15 14:44:00	19.6	북북동	27	15.18	1.23	6.0	1.41	6.0	1.2	북동	56	15.5	1011.7	-	127	
2024/04/15 14:45:00	19.7	북동	41	15.18	1.23	5.9	1.41	6.0	1.3	동북동	75	15.5	1011.7	-	145	
2024/04/15 14:46:00	21.1	북북동	31	15.18	1.34	6.2	2.18	5.5	1.3	북동	55	15.5	1011.7	-	126	
2024/04/15 14:47:00	20.4	북북동	27	15.18	1.30	6.3	2.18	5.5	1.5	북동	50	15.4	1011.7	-	148	
2024/04/15 14:48:00	20.3	북북동	30	15.18	1.24	6.0	2.18	5.5	1.6	북동	40	15.5	1011.7	-	112	
2024/04/15 14:49:00	20.5	북북동	30	15.18	1.27	6.2	2.18	5.5	1.6	북북동	33	15.5	1011.7	-	134	
2024/04/15 14:50:00	18.5	북북동	28	15.17	1.27	6.1	1.66	5.5	1.4	북북동	18	15.5	1011.6	-	134	
2024/04/15 14:51:00	21.3	북동	37	15.17	1.30	5.8	1.66	5.5	1.2	북동	51	15.5	1011.6	-	121	
2024/04/15 14:52:00	22.0	북동	42	15.17	1.44	6.1	2.15	5.5	1.3	동북동	74	15.5	1011.6	-	150	
2024/04/15 14:53:00	17.0	북북동	33	15.17	1.42	6.0	2.15	5.5	1.3	북북동	20	15.6	1011.7	-	156	
2024/04/15 14:54:00	18.8	북북동	26	15.17	1.38	6.0	2.15	5.5	1.3	북동	53	15.6	1011.7	-	134	
2024/04/15 14:55:00	22.1	북동	48	15.17	1.44	6.0	2.15	5.5	1.1	북북동	22	15.6	1011.7	-	136	
2024/04/15 14:56:00	17.7	북동	39	15.17	1.38	6.0	1.76	6.0	0.9	북동	47	15.6	1011.7	-	152	
2024/04/15 14:57:00	21.2	북동	36	15.17	1.31	5.5	1.76	6.0	1.2	북동	51	15.6	1011.7	-	143	
2024/04/15 14:58:00	16.4	북북동	32	15.17	1.30	5.5	1.76	6.0	1.2	북동	34	15.5	1011.7	-	158	
2024/04/15 14:59:00	19.6	북동	38	15.17	1.20	5.7	1.76	6.0	1.6	동북동	65	15.6	1011.6	-	187	
2024/04/15 15:00:00	18.1	북동	50	15.17	1.19	5.9	1.39	6.0	1.7	북동	40	15.6	1011.5	-	166	
2024/04/15 15:01:00	18.0	북동	42	15.17	1.20	6.1	1.37	7.0	1.5	동북동	74	15.7	1011.5	-	180	
2024/04/15 15:02:00	22.3	북동	40	15.17	1.27	6.6	1.49	6.5	1.0	북동	56	15.6	1011.5	-	170	
2024/04/15 15:03:00	16.7	북동	35	15.17	1.31	6.4	1.52	5.5	1.0	북동	50	15.7	1011.5	-	154	
2024/04/15 15:04:00	16.3	북북동	32	15.17	1.26	6.2	1.52	5.5	1.3	동북동	57	15.7	1011.5	-	175	
2024/04/15 15:05:00	17.2	북북동	25	15.17	1.24	6.5	1.52	5.5	1.0	북동	42	15.6	1011.6	-	143	
2024/04/15 15:06:00	16.0	북동	49	15.17	1.26	5.9	2.13	5.0	0.9	동북동	60	15.7	1011.5	-	107	
2024/04/15 15:07:00	17.9	북북동	33	15.17	1.37	6.0	2.32	6.5	1.0	동북동	71	15.7	1011.5	-	134	
2024/04/15 15:08:00	19.2	북동	41	15.17	1.39	6.3	2.32	6.5	1.6	동북동	58	15.8	1011.5	-	133	
2024/04/15 15:09:00	13.4	북동	35	15.17	1.46	5.9	2.32	6.5	1.2	동북동	67	15.7	1011.5	-	108	
2024/04/15 15:10:00	18.4	북동	43	15.17	1.48	5.7	2.32	6.5	1.3	동북동	78	15.7	1011.5	-	123	
2024/04/15 15:11:00	16.7	북동	46	15.17	1.40	6.2	1.82	5.0	1.0	동북동	65	15.7	1011.5	-	77	
2024/04/15 15:12:00	13.9	북동	43	15.17	1.48	6.4	1.82	5.0	1.2	동	86	15.7	1011.5	-	157	
2024/04/15 15:13:00	17.8	북북동	30	15.17	1.41	6.5	1.73	6.0	1.2	동북동	70	15.7	1011.5	-	152	
2024/04/15 15:14:00	17.7	북북동	32	15.17	1.40	6.4	1.73	6.0	1.1	동북동	65	15.7	1011.5	-	152	
2024/04/15 15:15:00	11.5	북북동	21	15.17	1.28	6.5	1.65	6.5	1.1	동북동	71	15.7	1011.5	-	158	
2024/04/15 15:16:00	15.9	북동	51	15.17	1.24	6.4	1.52	6.0	1.5	동	84	15.7	1011.6	-	169	
2024/04/15 15:17:00	16.6	북동	34	15.16	1.24	6.3	1.62	6.5	1.1	동북동	58	15.6	1011.5	-	147	
2024/04/15 15:18:00	15.3	북북동	16	15.16	1.45	6.8	2.17	6.5	1.1	동	97	15.7	1011.5	-	169	
2024/04/15 15:19:00	14.9	북북동	15	15.16	1.48	6.8	2.17	6.5	1.5	동	80	15.7	1011.5	-	140	
2024/04/15 15:20:00	11.3	북북동	19	15.16	1.44	6.7	2.17	6.5	1.3	동북동	64	15.7	1011.4	-	164	
2024/04/15 15:21:00	15.1	북북동	31	15.16	1.63	6.9	2.17	6.5	1.1	동북동	70	15.7	1011.4	-	173	
2024/04/15 15:22:00	14.6	북북동	19	15.16	1.51	6.9	2.03	6.0	1.5	동북동	62	15.7	1011.4	-	180	
2024/04/15 15:23:00	13.8	북동	36	15.16	1.67	6.8	2.96	6.0	1.4	동북동	74	15.6	1011.4	-	157	
2024/04/15 15:24:00	12.2	북북동	25	15.16	1.70	6.6	2.96	6.0	1.8	동북동	73	15.6	1011.4	-	144	
2024/04/15 15:25:00	13.3	북북동	27	15.16	1.65	6.2	2.96	6.0	1.6	동북동	64	15.7	1011.4	-	140	
2024/04/15 15:26:00	13.6	북북동	30	15.16	1.62	6.1	2.96	6.0	1.3	동북동	69	15.7	1011.4	-	116	
2024/04/15 15:27:00	13.1	북동	44	15.16	1.59	6.7	2.14	7.0	2.0	북동	43	15.7	1011.3	-	127	
2024/04/15 15:28:00	13.1	북동	34	15.16	1.53	6.2	2.14	7.0	1.7	동북동	66	15.6	1011.4	-	150	
2024/04/15 15:29:00	10.7	북동	42	15.16	1.41	6.4	2.14	7.0	2.0	동북동	70	15.6	1011.4	-	137	
2024/04/15 15:30:00	13.1	북북동	27	15.16	1.52	6.6	2.14	7.0	0.9	동	98	15.6	1011.4	-	128	
2024/04/15 15:31:00	11.0	북북동	27	15.16	1.45	6.5	1.96	6.5	1.0	남동	125	15.7	1011.4	-	164	
2024/04/15 15:32:00	10.2	북북동	30	15.16	1.57	7.0	1.96	6.5	0.8	남동	129	15.7	1011.4	-	119	
2024/04/15 15:33:00	8.3	북동	42	15.16	1.57	6.8	1.96	6.5	1.4	동남동	116	15.7	1011.3	-	165	
2024/04/15 15:34:00	16.8	북북동	20	15.16	1.63	7.1	2.15	8.0	1.1	동북동	68	15.8	1011.3	-	171	
2024/04/15 15:35:00	12.6	북동	50	15.16	1.66	7.0	2.15	8.0	0.8	동	85	15.7	1011.3	-	154	
2024/04/15 15:36:00	15.3	북동	39	15.16	1.55	6.5	2.15	8.0	0.7	남동	137	15.8	1011.3	-	141	
2024/04/15 15:37:00	9.6	북동	34	15.16	1.56	6.4	2.15	8.0	1.0	동남동	111	15.8	1011.3	-	158	
2024/04/15 15:38:00	14.6	북동	43	15.16	1.56	6.5	2.20	6.5	0.7	동	88	15.8	1011.3	-	156	
2024/04/15 15:39:00	11.6	북동	50	15.16	1.61	6.7	2.20	6.5	1.0	동북동	75	15.8	1011.3	-	175	
2024/04/15 15:40:00	9.3	북동	38	15.16	1.54	6.8	2.20	6.5	1.0	동북동	60	15.9	1011.3	-	184	
2024/04/15 15:41:00	8.9	북동	40	15.16	1.64	6.9	2.60	6.5	1.0	동	92	15.9	1011.2	-	175	
2024/04/15 15:42:00	12.7	북동	44	15.16	1.55	7.0	2.60	6.5	1.1	남동	144	15.8	1011.3	-	152	
2024/04/15 15:43:00	12.9	북북동	32	15.16	1.50	6.7	2.60	6.5	1.4	남동	133	15.8	1011.3	-	131	
2024/04/15 15:44:00	14.3	북북동	18	15.17	1.58	6.7	2.60	6.5	1.5	동남동	107	15.8	1011.3	-	156	
2024/04/15 15:45:00	13.3	북동	52	15.17	1.52	6.8	2.15	6.0	2.1	남동	129	15.9	1011.3	-	146	
2024/04/15 15:46:00	10.4	북북동	30	15.17	1.45	6.8	2.15	6.0	2.1	동	95	15.7	1011.2	-	144	
2024/04/15 15:47:00	16.7	북동	40	15.16	1.67	6.7	2.15	6.0	1.8	동북동	68	15.8	1011.1	-	149	
2024/04/15 15:48:00	13.5	북북동	32	15.16	1.75	6.5	2.05	7.0	1.8	동북동	60	15.8	1011.2	-	152	
2024/04/15 15:49:00	10.5	북북동	27	15.16	1.71	6.7	2.05	7.0	1.2	동북동	58	15.8	1011.2	-	153	
2024/04/15 15:50:00	13.6	북북동	30	15.16	1.75	6.6	2.05	7.0	1.1	북북동	33	15.7	1011.1	-	163	
2024/04/15 15:51:00	8.3	북동	35	15.16	1.92	7.4	3.26	7.5	1.1	북동	45	15.7	1011.1	-	165	
2024/04/15 15:52:00	10.1	북동	44	15.16	1.99	7.9	3.26	7.5	0.9	동북동	64	15.7	1011.1	-	177	
2024/04/15 15:53:00	10.8	북동	46	15.16	2.07	7.7	3.26	7.5	0.9	북북동	27	15.8	1011.0	-	176	
2024/04/15 15:54:00	8.6	동북동	58	15.16	2.18	7.9	3.26	7.5	1.3	동	85	15.7	1011.1	-	179	
2024/04/15 15:55:00	8.6	북동	42	15.16	2.27	7.6	3.26	7.5	1.3	동북동	72	15.7	1011.0	-	174	
2024/04/15 15:56:00	9.0	동북동	58	15.15	2.01	7.6	3.16	6.5	1.3	북동	51	15.7	1011.0	-	174	
2024/04/15 15:57:00	9.5	북북동	23	15.15	2.05	7.4	3.16	6.5	1.3	동북동	75	15.8	1011.0	-	156	
2024/04/15 15:58:00	10.0	북북동	32	15.15	1.87	6.9	3.16	6.5	1.2	동북동	76	15.8	1011.0	-	158	
2024/04/15 15:59:00	8.2	북북동	32	15.15	1.87	7.4	2.62	7.5	1.3	동북동	74	15.8	1011.1	-	170	
2024/04/15 16:00:00	9.9	북동	37	15.16	1.90	7.1	2.62	7.5	1.3	동남동	102	15.8	1011.1	-	156	
2024/04/15 16:01:00	11.0	북동	36	15.17	1.89	7.1	2.62	7.5	1.5	동남동	118	15.8	1011.1	-	167	
2024/04/15 16:02:00	8.9	북동	40	15.17	1.66	7.1	2.62	7.5	1.8	동북동	77	15.8	1011.1	-	161	
2024/04/15 16:03:00	12.0	북북동	19	15.16	1.49	6.4	2.57	6.0	2.0	동남동	102	15.8	1011.1	-	215	
2024/04/15 16:04:00	10.7	북동	45	15.16	1.41	7.2	1.63	6.5	1.7	동북동	72	15.8	1011.1	-	175	
2024/04/15 16:05:00	7.0	북동	40	15.17	1.46	6.8	1.94	6.0	0.9	동	97	15.8	1011.1	-	169	
2024/04/15 16:06:00	9.1	북북동	27	15.18	1.62	6.9	2.32	6.5	0.6	동북동	74	15.8	1011.1	-	144	
2024/04/15 16:07:00	7.8	북북동	18	15.17	1.79	6.8	2.32	6.5	0.8	동	91	15.7	1011.1	-	160	
2024/04/15 16:08:00	6.5	북동	36	15.16	1.83	6.7	2.32	6.5	0.9	북동	46	15.8	1011.1	-	149	
2024/04/15 16:09:00	4.3	동북동	65	15.16	1.83	6.6	2.32	6.5	1.2	동남동	112	15.8	1011.1	-	156	
2024/04/15 16:10:00	8.7	북북동	29	15.16	1.92	6.6	2.32	6.5	0.8	동북동	71	15.7	1011.1	-	163	
2024/04/15 16:11:00	10.2	북북동	23	15.17	1.73	6.3	2.20	6.0	0.9	동북동	67	15.7	1011.0	-	153	
2024/04/15 16:12:00	8.3	북동	49	15.16	1.82	6.4	2.79	6.5	0.7	동북동	74	15.7	1011.1	-	157	
2024/04/15 16:13:00	4.7	북북동	30	15.17	1.77	6.7	2.79	6.5	0.9	북북동	32	15.7	1011.0	-	169	
2024/04/15 16:14:00	6.4	북동	42	15.16	1.80	6.5	2.79	6.5	1.0	동북동	57	15.7	1011.1	-	164	
2024/04/15 16:15:00	5.1	동북동	59	15.17	1.74	6.6	2.79	6.5	0.5	북	2	15.7	1011.0	-	168	
2024/04/15 16:16:00	7.8	북동	51	15.17	1.65	6.8	2.30	7.5	0.2	북동	50	15.7	1011.1	-	159	
2024/04/15 16:17:00	7.1	북북동	33	15.18	1.69	6.8	2.30	7.5	0.3	북북동	32	15.7	1011.0	-	161	
2024/04/15 16:18:00	9.4	북동	40	15.17	1.69	7.5	2.26	6.5	0.2	동남동	122	15.7	1011.1	-	160	
2024/04/15 16:19:00	4.2	북북동	16	15.17	1.74	7.6	2.26	6.5	0.6	동남동	103	15.7	1011.1	-	176	
2024/04/15 16:20:00	5.7	북	358	15.17	1.69	7.5	2.00	7.0	0.7	동북동	59	15.8	1011.0	-	157	
2024/04/15 16:21:00	4.6	북북동	28	15.18	1.79	7.1	2.00	7.0	0.8	동북동	71	15.7	1011.0	-	164	
2024/04/15 16:22:00	5.6	북북동	33	15.18	1.85	7.0	2.51	7.0	0.9	동	89	15.8	1011.1	-	160	
2024/04/15 16:23:00	7.6	북북동	33	15.17	1.78	6.5	2.51	7.0	0.8	동북동	57	15.8	1011.0	-	164	
2024/04/15 16:24:00	11.7	북	6	15.17	2.00	7.3	3.70	6.5	0.7	동북동	72	15.8	1011.1	-	154	
2024/04/15 16:25:00	11.8	북북동	17	15.17	1.83	7.3	3.70	6.5	0.1	남남동	150	15.8	1011.1	-	150	
2024/04/15 16:26:00	5.9	동북동	75	15.18	1.79	7.4	3.70	6.5	0.4	동북동	60	15.7	1011.1	-	136	
2024/04/15 16:27:00	5.1	북동	40	15.18	1.76	6.9	3.70	6.5	0.3	동북동	59	15.8	1011.1	-	151	
2024/04/15 16:28:00	5.9	북동	48	15.18	1.74	6.7	2.55	7.5	0.5	동	83	15.8	1011.1	-	169	
2024/04/15 16:29:00	6.9	북북동	28	15.18	2.00	6.9	2.66	6.5	0.3	남동	134	15.8	1011.2	-	162	
2024/04/15 16:30:00	5.1	북동	48	15.17	2.03	7.1	2.66	6.5	0.4	북	8	15.8	1011.2	-	172	
2024/04/15 16:31:00	5.3	북	349	15.17	2.06	7.3	2.66	6.5	0.4	동	97	15.8	1011.2	-	176	
2024/04/15 16:32:00	9.8	북북동	20	15.17	2.11	7.3	2.66	6.5	0.9	동북동	67	15.7	1011.2	-	166	
2024/04/15 16:33:00	6.1	북동	55	15.17	1.98	7.1	2.49	7.5	0.9	동남동	104	15.8	1011.2	-	159	
2024/04/15 16:34:00	5.3	북동	42	15.18	1.96	7.1	2.41	7.0	1.1	동남동	112	15.7	1011.2	-	155	
2024/04/15 16:35:00	7.2	북동	52	15.18	1.97	7.0	2.41	7.0	0.7	동남동	109	15.8	1011.2	-	177	
2024/04/15 16:36:00	3.8	북북동	14	15.18	1.76	6.9	2.40	6.5	0.8	동남동	106	15.8	1011.2	-	171	
2024/04/15 16:37:00	8.4	동	87	15.18	1.66	6.8	2.40	6.5	0.6	동	94	15.8	1011.2	-	163	
2024/04/15 16:38:00	3.9	동북동	71	15.17	1.74	6.8	2.60	6.0	0.4	동북동	78	15.7	1011.2	-	173	
2024/04/15 16:39:00	4.8	북북동	26	15.19	1.79	6.6	2.60	6.0	1.4	동남동	105	15.8	1011.2	-	174	
2024/04/15 16:40:00	6.3	북북동	14	15.19	1.96	6.8	2.60	6.0	1.0	남	184	15.7	1011.1	-	168	
2024/04/15 16:41:00	5.5	북동	42	15.19	1.99	6.6	2.60	6.0	1.1	남동	136	15.8	1011.2	-	166	
2024/04/15 16:42:00	5.8	북동	42	15.19	1.88	6.5	2.57	6.0	1.2	남동	133	15.8	1011.2	-	177	
2024/04/15 16:43:00	4.5	북북동	24	15.19	1.83	6.7	2.51	6.5	1.2	남동	144	15.9	1011.1	-	148	
2024/04/15 16:44:00	4.5	북북동	26	15.20	2.07	6.8	2.88	7.5	1.4	남동	124	15.9	1011.1	-	168	
2024/04/15 16:45:00	4.8	북북동	16	15.20	2.07	6.9	2.88	7.5	1.2	동남동	114	15.9	1011.1	-	169	
2024/04/15 16:46:00	2.8	동남동	112	15.20	2.06	7.0	2.88	7.5	1.1	남남동	157	15.9	1011.1	-	169	
2024/04/15 16:47:00	1.4	북서	314	15.19	2.00	7.3	2.88	7.5	1.7	남동	144	15.9	1011.2	-	169	
